Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloguer_mitja,Preu,,,,,,
2015,3,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),8,,,,,,
2015,3,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),12,,,,,,
2015,3,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),11,,,,,,
2015,3,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),8,,,,,,
2015,3,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,3,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),8,,,,,,
2015,3,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),7,,,,,,
2015,3,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,3,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),6,,,,,,
2015,3,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,3,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),4,,,,,,
2015,3,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),11,,,,,,
2015,3,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),11,,,,,,
2015,3,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),11,,,,,,
2015,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12,,,,,,
2015,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),16,,,,,,
2015,3,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12,,,,,,
2015,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12,,,,,,
2015,3,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),8,,,,,,
2015,3,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,3,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,3,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),9,,,,,,
2015,4,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),11.47,,,,,,
2015,4,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),11.64,,,,,,
2015,4,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),16.66,,,,,,
2015,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),13.43,,,,,,
2015,4,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),11.36,,,,,,
2015,4,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),11.45,,,,,,
2015,4,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),11.74,,,,,,
2015,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),11.8,,,,,,
2015,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),11.81,,,,,,
2015,4,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),11.19,,,,,,
2015,4,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),11.68,,,,,,
2015,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),6.96,,,,,,
2015,4,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),8.78,,,,,,
2015,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),11.5,,,,,,
2015,4,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),11.48,,,,,,
2015,4,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),10.32,,,,,,
2015,4,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),10.99,,,,,,
2015,4,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),11.25,,,,,,
2015,4,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),12.38,,,,,,
2015,4,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),11.88,,,,,,
2015,4,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),15.65,,,,,,
2015,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),9.75,,,,,,
2015,4,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),15.98,,,,,,
2015,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),14.26,,,,,,
2015,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),13.94,,,,,,
2015,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),13.45,,,,,,
2015,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),12.5,,,,,,
2015,4,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),12.08,,,,,,
2015,4,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),10.09,,,,,,
2015,4,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),12.44,,,,,,
2015,4,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),12.64,,,,,,
2015,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),12.22,,,,,,
2015,4,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),11.14,,,,,,
2015,4,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),10.73,,,,,,
2015,4,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),10.78,,,,,,
2015,4,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),14.81,,,,,,
2015,4,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),9.31,,,,,,
2015,4,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),9.44,,,,,,
2015,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),8.79,,,,,,
2015,4,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),10.11,,,,,,
2015,4,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),9.99,,,,,,
2015,4,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,4,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),9.82,,,,,,
2015,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),9.63,,,,,,
2015,4,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),9.92,,,,,,
2015,4,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),9.24,,,,,,
2015,4,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,4,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),8.16,,,,,,
2015,4,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),7.84,,,,,,
2015,4,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),8.87,,,,,,
2015,4,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),10.07,,,,,,
2015,4,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),9.53,,,,,,
2015,4,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),8.75,,,,,,
2015,4,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),5.19,,,,,,
2015,4,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),6.66,,,,,,
2015,4,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,4,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),7.99,,,,,,
2015,4,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),NA,,,,,,
2015,4,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),9.3,,,,,,
2015,4,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),10,,,,,,
2015,4,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),10.58,,,,,,
2015,4,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),9.23,,,,,,
2015,4,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),10.27,,,,,,
2015,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),11.18,,,,,,
2015,4,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),10.59,,,,,,
2015,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.21,,,,,,
2015,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),13.13,,,,,,
2015,4,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),12.48,,,,,,
2015,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),14.9,,,,,,
2015,4,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),8.31,,,,,,
2015,4,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),10.89,,,,,,
2015,4,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),9.46,,,,,,
2015,4,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),8.91,,,,,,
2014,1,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),589.55,,,,,,
2014,1,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),712.79,,,,,,
2014,1,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),540.71,,,,,,
2014,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),673.44,,,,,,
2014,1,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),736.09,,,,,,
2014,1,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),673.37,,,,,,
2014,1,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),921.4,,,,,,
2014,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),827.87,,,,,,
2014,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),716.13,,,,,,
2014,1,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),693.43,,,,,,
2014,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),568,,,,,,
2014,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),553.55,,,,,,
2014,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),631.5,,,,,,
2014,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),580.71,,,,,,
2014,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),604.74,,,,,,
2014,1,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),584.27,,,,,,
2014,1,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),605.28,,,,,,
2014,1,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),777.23,,,,,,
2014,1,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),700.16,,,,,,
2014,1,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),1230,,,,,,
2014,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),837.33,,,,,,
2014,1,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),1042.16,,,,,,
2014,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),1215.85,,,,,,
2014,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),927.63,,,,,,
2014,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),1053.7,,,,,,
2014,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),750.84,,,,,,
2014,1,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),679.66,,,,,,
2014,1,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),583.93,,,,,,
2014,1,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),634.48,,,,,,
2014,1,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),679.8,,,,,,
2014,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),671,,,,,,
2014,1,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),622.63,,,,,,
2014,1,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),568.94,,,,,,
2014,1,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),586.5,,,,,,
2014,1,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),585.45,,,,,,
2014,1,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),478.7,,,,,,
2014,1,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),492.79,,,,,,
2014,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),557,,,,,,
2014,1,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),537.94,,,,,,
2014,1,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),737.73,,,,,,
2014,1,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,1,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),556.3,,,,,,
2014,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),555.89,,,,,,
2014,1,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),523.29,,,,,,
2014,1,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),475.06,,,,,,
2014,1,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),241.99,,,,,,
2014,1,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),613.58,,,,,,
2014,1,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),563.33,,,,,,
2014,1,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),461.28,,,,,,
2014,1,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),503.47,,,,,,
2014,1,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),521.81,,,,,,
2014,1,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),442.94,,,,,,
2014,1,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,1,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),359.27,,,,,,
2014,1,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,1,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),461.1,,,,,,
2014,1,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,1,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),488.14,,,,,,
2014,1,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),581.16,,,,,,
2014,1,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),626.26,,,,,,
2014,1,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),563.42,,,,,,
2014,1,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),613.47,,,,,,
2014,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),580.09,,,,,,
2014,1,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),604.85,,,,,,
2014,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),704.67,,,,,,
2014,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),926.43,,,,,,
2014,1,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),663.93,,,,,,
2014,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),866.7,,,,,,
2014,1,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),516.9,,,,,,
2014,1,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),635.7,,,,,,
2014,1,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),643.66,,,,,,
2014,1,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),568.68,,,,,,
2014,2,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),550.63,,,,,,
2014,2,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),728.79,,,,,,
2014,2,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),541.93,,,,,,
2014,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),676.98,,,,,,
2014,2,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),706.16,,,,,,
2014,2,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),663.23,,,,,,
2014,2,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),948.96,,,,,,
2014,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),821.81,,,,,,
2014,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),708,,,,,,
2014,2,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),718.01,,,,,,
2014,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),578.65,,,,,,
2014,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),454.44,,,,,,
2014,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),624.88,,,,,,
2014,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),584.91,,,,,,
2014,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),616.4,,,,,,
2014,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),569.68,,,,,,
2014,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),618.8,,,,,,
2014,2,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),765.29,,,,,,
2014,2,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),748.64,,,,,,
2014,2,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),1459.12,,,,,,
2014,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),1051.22,,,,,,
2014,2,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),1030.35,,,,,,
2014,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),1327.22,,,,,,
2014,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),920.62,,,,,,
2014,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),1006.56,,,,,,
2014,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),761.35,,,,,,
2014,2,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),648.32,,,,,,
2014,2,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),551.4,,,,,,
2014,2,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),702.33,,,,,,
2014,2,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),673.79,,,,,,
2014,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),665.44,,,,,,
2014,2,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),610.87,,,,,,
2014,2,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),525.04,,,,,,
2014,2,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),564.1,,,,,,
2014,2,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),772.41,,,,,,
2014,2,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),495.01,,,,,,
2014,2,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),476.94,,,,,,
2014,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),568.75,,,,,,
2014,2,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),535.88,,,,,,
2014,2,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),675.63,,,,,,
2014,2,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),NA,,,,,,
2014,2,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),566.67,,,,,,
2014,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),573.24,,,,,,
2014,2,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),517.06,,,,,,
2014,2,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),461.25,,,,,,
2014,2,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),295.39,,,,,,
2014,2,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),613.14,,,,,,
2014,2,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),474.29,,,,,,
2014,2,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),448.6,,,,,,
2014,2,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),465.56,,,,,,
2014,2,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),501.4,,,,,,
2014,2,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),449.31,,,,,,
